3.926181909841668372e-01,1.483388557836366195e-01
2.787333206986429279e-01,2.721900684991099828e-01
2.594279165748007987e-01,2.714409759173250225e-01
4.958269996285098458e-01,2.302071933408739168e-01
4.728056877751567466e-01,2.291119010237105957e-01
3.785800936175181541e-01,9.015964173008778060e-02
4.091827230425541528e-01,9.907881571798526910e-02
5.115675082578523547e-01,2.336454911154566272e-01
2.676676474911329762e-01,1.557558946780973619e-01
2.913035791409819275e-01,1.021460524339108389e-01
3.487133971511037211e-01,9.397597102779836620e-02
4.871040295601415382e-01,2.269317720860900001e-01
6.634133308063951961e-01,1.813105468229619377e-01
6.662896105092432908e-01,1.646418427853511557e-01
5.443608218387852027e-01,1.651446456225046100e-01
4.076544792242400295e-01,2.778308006976195621e-01
2.331090008829181104e-01,2.088943011752485424e-01
5.674229069955913918e-01,1.225785749368862587e-01
6.146635611000534904e-01,1.445808460386642791e-01
3.687738624500023210e-01,2.849820325469307747e-01
3.011551139790011877e-01,1.307897820833758828e-01
4.302665479207124499e-01,1.178075243555048723e-01
5.613914783292408561e-01,1.798353641921452417e-01
4.095335748018970046e-01,2.141816308250934497e-01
4.695554011035973363e-01,2.310355168688092986e-01
2.917274201472468964e-01,2.358363080985990123e-01
4.030838422445652824e-01,2.958949917222654102e-01
3.186388071744905570e-01,9.047191853837534270e-02
2.464745904296498646e-01,1.924358728158373222e-01
2.957096127844943689e-01,1.316998923944341648e-01
4.672308194326570407e-01,1.142284231986139265e-01
2.333637081859704643e-01,2.436662308385411091e-01
6.421095314392371023e-01,1.825580276144023184e-01
5.602533494513723955e-01,1.765346169164510592e-01
3.028293362911595454e-01,1.956950296535229505e-01
3.104770992462475010e-01,2.543047860625456402e-01
6.651409107749242100e-01,1.729669008515289375e-01
3.632689631097244520e-01,1.721099984192636934e-01
4.080622122587704848e-01,1.439084285660569840e-01
6.344345862818471238e-01,2.016073776175743015e-01
3.466243945667810689e-01,2.421022909601307505e-01
4.160019322015469090e-01,2.141695486866775355e-01
3.339026205153140525e-01,1.241102183299156725e-01
2.903164624981248165e-01,2.081229031071572533e-01
4.205146811578006627e-01,1.203805551404575069e-01
4.063603043701933260e-01,1.260654336139482301e-01
4.612960385967136978e-01,1.427253083965627778e-01
3.099847993601107521e-01,2.930805505178107340e-01
4.386920238861085064e-01,1.958964760767262780e-01
3.069197543634984426e-01,9.748745867932348541e-02
3.672989762880587428e-01,2.591892228659837816e-01
5.221418883274588918e-01,1.337087802548911353e-01
5.324499834893288153e-01,1.595475950013447719e-01
3.038008483363988099e-01,1.372551202287697614e-01
3.125550276000027550e-01,2.035816455044934525e-01
3.204333359005412385e-01,2.976545693034868267e-01
4.674070003735035228e-01,1.030282808870863070e-01
2.953033898723140260e-01,2.381075177719701452e-01
4.174491327870716306e-01,1.352078948137239167e-01
4.765528046999033540e-01,1.530815598095038033e-01
4.575272765849488499e-01,3.155963125022639426e-01
2.510276093152399857e-01,2.521708945392474033e-01
5.623443655321620493e-01,1.970633318291222236e-01
5.254858025847253256e-01,2.321577616485926421e-01
3.281072743096978273e-01,1.301640667227223214e-01
5.977104242235704579e-01,1.219428685771580256e-01
3.256427546343136914e-01,1.282146601590820334e-01
6.498398477494645720e-01,1.914179526542988119e-01
5.247659775978381624e-01,1.939579899074234670e-01
3.933994276132918300e-01,1.283933363983477405e-01
4.871568838423954717e-01,1.960186915537793229e-01
3.514145026613388900e-01,9.156790790198574004e-02
2.690307845991681268e-01,2.357257100623305068e-01
5.045680911650793909e-01,9.179119511386396590e-02
4.961088891338641949e-01,1.380446415044848663e-01
6.159235065141643872e-01,2.182435528209885067e-01
3.702708970730808069e-01,1.285362309199971909e-01
4.424804174884248154e-01,2.826494827862174875e-01
3.434863603232466422e-01,1.111874418988613444e-01
6.029409846702444842e-01,2.232427699393776388e-01
4.285289004698493165e-01,2.803871023678425334e-01
5.835479934500960031e-01,1.350645355944431192e-01
2.593463699678947298e-01,1.900661472446135702e-01
3.130619253355239051e-01,1.014167095014594788e-01
2.210048668726472820e-01,2.134218501977866445e-01
2.297127357175144102e-01,1.727977509137065271e-01
3.352551867668984165e-01,1.333416691261007092e-01
3.269172978978089339e-01,2.719691047753887148e-01
6.960214027123809988e-01,1.493962752438424690e-01
2.640504010884960895e-01,2.826255508582014020e-01
2.242325017089550343e-01,2.396266143289522699e-01
5.819100140743401761e-01,2.299685711071601246e-01
4.603406345232089469e-01,1.572715060028441192e-01
2.526751527992130431e-01,2.659521998442768154e-01
5.853938663360505057e-01,2.142218271702078236e-01
6.871454069125346731e-01,1.207534749896401888e-01
4.232313912656535670e-01,9.259163678391650609e-02
5.859088180574389959e-01,9.360514231795689921e-02
3.675491532240607873e-01,1.474503539124375207e-01
2.423514530397251898e-01,1.698885113924502588e-01
2.171978484280129018e-01,2.235441263533277101e-01
3.610485798809418556e-01,1.095300977965435602e-01
5.675145210848315802e-01,1.137423494761901493e-01
6.033124747683722422e-01,1.846905250448064306e-01
2.520892253273692707e-01,1.864013093747329819e-01
3.148821261415265527e-01,2.078392052031996229e-01
4.094787070231762915e-01,2.122206068206686502e-01
5.700530367553711120e-01,2.217578286583019032e-01
3.541891007926127877e-01,1.194757888521600919e-01
4.701227037331230374e-01,9.026884567346214749e-02
3.371609611727408029e-01,1.891581280728965031e-01
3.482573402013696695e-01,9.025211655873245642e-02
5.765148502915038442e-01,1.445922311306330754e-01
4.300646948999140573e-01,9.749140860919022766e-02
6.591104888568071196e-01,1.623178899308183321e-01
5.466139243851535490e-01,1.343089372458187714e-01
3.347160730879081836e-01,9.036945271065598140e-02
6.369494433689015800e-01,1.509327979620013749e-01
4.243564324164876278e-01,1.664927334511387969e-01
4.451201113564220435e-01,1.876750455823463226e-01
3.828542432424540953e-01,9.865710261750766652e-02
4.686578850535136342e-01,9.791544519782473255e-02
5.065493716884275077e-01,2.105655862065077544e-01
3.642797383360665275e-01,2.060350166493656321e-01
4.385676904792825681e-01,1.713455708156431112e-01
2.676218404465128820e-01,2.898288288422271597e-01
3.664397166708446285e-01,1.785407165911197525e-01
